total [map_out]: 41
trajectory_out: #19	x=-0.764911	y=0.663825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 634	1.12043	-0.977658	0
1: 635	1.60091	-1.06191	0
2: 636	1.22548	-0.998872	0
3: 637	1.74097	-0.18409	0
4: 638	1.16436	-1.00456	0
5: 639	1.32926	-0.389224	0
6: 640	1.62744	-0.217039	0
7: 641	1.32926	-0.389224	0
8: 642	1.48324	-0.31643	0
9: 643	1.52747	-0.280096	0
10: 644	1.53127	-1.02096	0
11: 645	1.74097	-0.18409	0
12: 646	1.68819	-0.145132	0
13: 647	1.26635	-1.0249	0
14: 648	1.51092	-0.261357	0
15: 649	1.24111	-0.983132	0
16: 650	1.62744	-0.217039	0
17: 651	1.20604	-1.01842	0
18: 652	1.22548	-0.998872	0
19: 653	1.32926	-0.389224	0
20: 654	1.53127	-1.02096	0
21: 655	1.28445	-1.00825	0
22: 656	1.09099	-0.976916	0
23: 657	1.68399	-1.06432	0
24: 658	1.32926	-0.389224	0
25: 659	1.55362	-1.07902	0
26: 660	1.68333	-0.317492	0
27: 661	1.79686	-0.205416	0
28: 662	1.24111	-0.983132	0
29: 663	1.11925	-1.00494	0
30: 664	1.62744	-0.217039	0
31: 665	1.8527	-1.17946	0
32: 666	1.32926	-0.389224	0
33: 667	1.9234	-1.22002	0
34: 668	1.62247	-0.264788	0
35: 669	1.65042	-1.11433	0
36: 670	1.73807	-1.05282	0
37: 671	1.51092	-0.261357	0
38: 672	1.40014	-0.400941	0
39: 673	1.62744	-0.217039	0
40: 674	1.59905	-0.319774	0
