total [map_out]: 42
trajectory_out: #10	x=-0.143839	y=0.220207	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 293	1.19358	-0.441877	0
1: 294	1.32293	-0.457643	0
2: 295	1.35901	-0.46612	0
3: 296	0.933855	-0.405376	0
4: 297	1.46559	0.46762	0
5: 298	0.989503	-0.410278	0
6: 299	0.519614	-0.297369	0
7: 300	0.519614	-0.297369	0
8: 301	0.872211	-0.417322	0
9: 302	1.26328	-0.477592	0
10: 303	1.36272	-0.515104	0
11: 304	1.42273	0.559805	0
12: 305	0.478936	-0.282096	0
13: 306	1.04888	0.274575	0
14: 307	1.04958	0.275755	0
15: 308	1.04888	0.274575	0
16: 309	1.20389	0.344164	0
17: 310	0.515201	-0.321113	0
18: 311	1.24745	0.377744	0
19: 312	0.489843	-0.279177	0
20: 313	0.983714	0.32018	0
21: 314	0.50243	-0.301811	0
22: 315	1.2341	0.399133	0
23: 316	0.837722	-0.425295	0
24: 317	1.40376	0.509416	0
25: 318	1.36272	-0.515104	0
26: 319	0.92034	-0.430638	0
27: 320	0.933855	-0.405376	0
28: 321	1.04888	0.274575	0
29: 322	0.46275	-0.280829	0
30: 323	0.972278	-0.429122	0
31: 324	0.947833	-0.387166	0
32: 325	1.45305	0.347366	0
33: 326	1.39054	-0.461081	0
34: 327	1.04888	0.274575	0
35: 328	0.831028	-0.389538	0
36: 329	0.989503	-0.410278	0
37: 330	1.50727	0.577867	0
38: 331	1.28471	0.459425	0
39: 332	1.19358	-0.441877	0
40: 333	1.15638	0.396547	0
41: 334	1.24418	-0.417719	0
