total [map_out]: 34
trajectory_out: #108	x=-0.765911	y=0.928825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1419	1.93569	-0.595534	0
1: 1420	1.93569	-0.595534	0
2: 1421	1.48427	-0.678189	0
3: 1422	1.44031	-0.677876	0
4: 1423	1.62674	-1.14376	0
5: 1424	1.62555	-0.615138	0
6: 1425	1.49975	-0.949317	0
7: 1426	1.40002	-0.97912	0
8: 1427	1.49153	-0.615436	0
9: 1428	1.62674	-1.14376	0
10: 1429	1.62674	-1.14376	0
11: 1430	1.54918	-0.672685	0
12: 1431	1.55312	-0.446454	0
13: 1432	1.93569	-0.595534	0
14: 1433	1.56686	-0.589854	0
15: 1434	1.4824	-0.70933	0
16: 1435	1.51911	-0.638425	0
17: 1436	1.48427	-0.678189	0
18: 1437	1.40002	-0.97912	0
19: 1438	1.60883	-0.666208	0
20: 1439	1.45824	-0.676208	0
21: 1440	1.50005	-0.626068	0
22: 1441	1.49975	-0.949317	0
23: 1442	1.49975	-0.949317	0
24: 1443	1.57626	-0.614557	0
25: 1444	1.4307	-0.953694	0
26: 1445	1.50062	-0.654694	0
27: 1446	1.47633	-0.999673	0
28: 1447	1.62108	-0.789666	0
29: 1448	1.52705	-0.777986	0
30: 1449	1.43807	-0.956782	0
31: 1450	1.53243	-0.432455	0
32: 1451	1.63063	-0.658777	0
33: 1452	1.63063	-0.658777	0
