total [map_out]: 35
trajectory_out: #244	x=-0.800911	y=0.758825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1797	1.81738	-0.73706	0
1: 1798	1.81738	-0.73706	0
2: 1799	1.81738	-0.73706	0
3: 1800	1.81738	-0.73706	0
4: 1801	1.26454	-0.914856	0
5: 1802	1.81738	-0.73706	0
6: 1803	1.67088	-0.712802	0
7: 1804	1.67088	-0.712802	0
8: 1805	1.26454	-0.914856	0
9: 1806	1.26454	-0.914856	0
10: 1807	1.67088	-0.712802	0
11: 1808	1.81738	-0.73706	0
12: 1809	1.81738	-0.73706	0
13: 1810	1.26454	-0.914856	0
14: 1811	1.26454	-0.914856	0
15: 1812	1.81738	-0.73706	0
16: 1813	1.26454	-0.914856	0
17: 1814	1.26454	-0.914856	0
18: 1815	1.81738	-0.73706	0
19: 1816	1.81738	-0.73706	0
20: 1817	1.81738	-0.73706	0
21: 1818	1.81738	-0.73706	0
22: 1819	1.81738	-0.73706	0
23: 1820	1.81738	-0.73706	0
24: 1821	1.67088	-0.712802	0
25: 1822	1.67088	-0.712802	0
26: 1823	1.67088	-0.712802	0
27: 1824	1.67088	-0.712802	0
28: 1825	1.67088	-0.712802	0
29: 1826	1.67088	-0.712802	0
30: 1827	1.67088	-0.712802	0
31: 1828	1.81738	-0.73706	0
32: 1829	1.81738	-0.73706	0
33: 1830	1.81738	-0.73706	0
34: 1831	1.81738	-0.73706	0
