total [map_out]: 21
trajectory_out: #171	x=-0.822911	y=0.916825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1552	1.36841	-1.00432	0
1: 1553	2.09913	-0.544149	0
2: 1554	1.36841	-1.00432	0
3: 1555	1.36841	-1.00432	0
4: 1556	1.9023	-0.766052	0
5: 1557	2.09913	-0.544149	0
6: 1558	2.09913	-0.544149	0
7: 1559	1.9023	-0.766052	0
8: 1560	1.9023	-0.766052	0
9: 1561	1.33378	-1.01302	0
10: 1562	1.9023	-0.766052	0
11: 1563	1.33378	-1.01302	0
12: 1564	1.33378	-1.01302	0
13: 1565	1.33378	-1.01302	0
14: 1566	1.33378	-1.01302	0
15: 1567	1.9023	-0.766052	0
16: 1568	1.9023	-0.766052	0
17: 1569	1.9023	-0.766052	0
18: 1570	1.9023	-0.766052	0
19: 1571	1.9023	-0.766052	0
20: 1572	1.9023	-0.766052	0
