total [map_out]: 37
trajectory_out: #24	x=-0.764911	y=0.702825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 771	1.33791	-1.01936	0
1: 772	1.56729	-0.339739	0
2: 773	1.33791	-1.01936	0
3: 774	1.40095	-0.394095	0
4: 775	1.38254	-0.997306	0
5: 776	1.05297	-0.937261	0
6: 777	1.38254	-0.997306	0
7: 778	1.52949	-1.04662	0
8: 779	1.33791	-1.01936	0
9: 780	1.33791	-1.01936	0
10: 781	1.40583	-1.05298	0
11: 782	1.63498	-0.250385	0
12: 783	1.05297	-0.937261	0
13: 784	1.08279	-0.95752	0
14: 785	1.46404	-0.313836	0
15: 786	1.44728	-1.04307	0
16: 787	1.02668	-0.929495	0
17: 788	1.40095	-0.394095	0
18: 789	1.58558	-1.04474	0
19: 790	1.58558	-1.04474	0
20: 791	1.36495	-1.01588	0
21: 792	1.04036	-0.94258	0
22: 793	1.43945	-0.37002	0
23: 794	1.33791	-1.01936	0
24: 795	1.33791	-1.01936	0
25: 796	1.63498	-0.250385	0
26: 797	1.93643	-1.06319	0
27: 798	1.79525	-1.08545	0
28: 799	1.15141	-0.958282	0
29: 800	1.44728	-1.04307	0
30: 801	1.14116	-0.972557	0
31: 802	1.53207	-0.359992	0
32: 803	1.52949	-1.04662	0
33: 804	1.05051	-0.963524	0
34: 805	1.05297	-0.937261	0
35: 806	1.04675	-0.947529	0
36: 807	1.4703	-1.09042	0
