total [map_out]: 26
trajectory_out: #196	x=-0.818911	y=0.799825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1599	1.43708	-1.06495	0
1: 1600	1.14779	-1.02039	0
2: 1601	1.43708	-1.06495	0
3: 1602	1.14779	-1.02039	0
4: 1603	1.14779	-1.02039	0
5: 1604	2.10022	-0.170875	0
6: 1605	2.10022	-0.170875	0
7: 1606	2.10022	-0.170875	0
8: 1607	2.10022	-0.170875	0
9: 1608	2.10022	-0.170875	0
10: 1609	2.10022	-0.170875	0
11: 1610	1.14779	-1.02039	0
12: 1611	2.10022	-0.170875	0
13: 1612	1.14779	-1.02039	0
14: 1613	2.09511	-1.03846	0
15: 1614	1.14779	-1.02039	0
16: 1615	2.10022	-0.170875	0
17: 1616	2.09511	-1.03846	0
18: 1617	1.43708	-1.06495	0
19: 1618	1.43708	-1.06495	0
20: 1619	2.10022	-0.170875	0
21: 1620	1.43708	-1.06495	0
22: 1621	2.10022	-0.170875	0
23: 1622	1.43708	-1.06495	0
24: 1623	1.43708	-1.06495	0
25: 1624	2.10022	-0.170875	0
