total [map_out]: 31
trajectory_out: #68	x=-0.764911	y=0.857825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1231	1.62697	-1.02768	0
1: 1232	1.62697	-1.02768	0
2: 1233	1.47857	-1.05048	0
3: 1234	1.47857	-1.05048	0
4: 1235	1.54072	-1.02409	0
5: 1236	1.61772	-1.01911	0
6: 1237	1.50089	-1.02843	0
7: 1238	1.54072	-1.02409	0
8: 1239	1.62697	-1.02768	0
9: 1240	1.68243	-1.03125	0
10: 1241	1.41117	-1.00462	0
11: 1242	1.5914	-1.04442	0
12: 1243	1.79262	-1.05551	0
13: 1244	1.5914	-1.04442	0
14: 1245	1.15683	-0.939646	0
15: 1246	1.45967	-0.993058	0
16: 1247	1.41514	-1.03	0
17: 1248	1.41514	-1.03	0
18: 1249	1.46031	-1.02842	0
19: 1250	1.30257	-0.984761	0
20: 1251	1.41155	-1.01298	0
21: 1252	1.15683	-0.939646	0
22: 1253	1.54072	-1.02409	0
23: 1254	1.33449	-0.991127	0
24: 1255	1.51761	-1.036	0
25: 1256	1.98764	-0.999349	0
26: 1257	1.98764	-0.999349	0
27: 1258	1.73925	-1.03072	0
28: 1259	1.15683	-0.939646	0
29: 1260	2.02653	-0.605661	0
30: 1261	2.14811	-0.480241	0
