total [map_out]: 35
trajectory_out: #32	x=-0.764911	y=0.760825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 920	1.43234	-0.392438	0
1: 921	1.06433	-0.924024	0
2: 922	1.06433	-0.924024	0
3: 923	1.39158	-1.06592	0
4: 924	1.27623	-0.972239	0
5: 925	1.33127	-0.433778	0
6: 926	1.39018	-1.03228	0
7: 927	1.21981	-0.984532	0
8: 928	1.60118	-1.13673	0
9: 929	1.33127	-0.433778	0
10: 930	1.33336	-1.01152	0
11: 931	1.39018	-1.03228	0
12: 932	1.30973	-0.431568	0
13: 933	1.8186	-1.05032	0
14: 934	1.85929	-1.12309	0
15: 935	1.30973	-0.431568	0
16: 936	1.85929	-1.12309	0
17: 937	1.33336	-1.01152	0
18: 938	1.42056	-1.0197	0
19: 939	1.39158	-1.06592	0
20: 940	1.60118	-1.13673	0
21: 941	1.85929	-1.12309	0
22: 942	1.9199	-1.08611	0
23: 943	1.6455	-1.15781	0
24: 944	1.85929	-1.12309	0
25: 945	1.31803	-1.04936	0
26: 946	1.25533	-0.98292	0
27: 947	1.30973	-0.431568	0
28: 948	1.27725	-0.451642	0
29: 949	1.6425	-1.13038	0
30: 950	1.43234	-0.392438	0
31: 951	1.43234	-0.392438	0
32: 952	1.87816	-1.08971	0
33: 953	1.98044	-1.26337	0
34: 954	1.39018	-1.03228	0
