total [map_out]: 33
trajectory_out: #62	x=-0.764911	y=0.839825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1198	1.32729	-1.05664	0
1: 1199	1.32729	-1.05664	0
2: 1200	1.53446	-1.009	0
3: 1201	1.14522	-0.934934	0
4: 1202	1.69308	-1.02922	0
5: 1203	1.32729	-1.05664	0
6: 1204	1.62327	-1.04088	0
7: 1205	1.1066	-0.920765	0
8: 1206	1.39451	-1.01173	0
9: 1207	1.69308	-1.02922	0
10: 1208	1.69308	-1.02922	0
11: 1209	1.76743	-1.04568	0
12: 1210	1.62327	-1.04088	0
13: 1211	1.18699	-0.967261	0
14: 1212	1.14522	-0.934934	0
15: 1213	1.14522	-0.934934	0
16: 1214	1.82968	-1.08877	0
17: 1215	1.7051	-1.03907	0
18: 1216	1.76743	-1.04568	0
19: 1217	1.48947	-1.02478	0
20: 1218	1.36037	-1.05535	0
21: 1219	1.48947	-1.02478	0
22: 1220	1.69308	-1.02922	0
23: 1221	1.08396	-0.910446	0
24: 1222	1.67203	-1.05932	0
25: 1223	1.39451	-1.01173	0
26: 1224	1.39451	-1.01173	0
27: 1225	1.32729	-1.05664	0
28: 1226	1.67203	-1.05932	0
29: 1227	1.53446	-1.009	0
30: 1228	1.49535	-1.0488	0
31: 1229	2.14408	-1.05504	0
32: 1230	1.54007	-1.04784	0
