total [map_out]: 30
trajectory_out: #21	x=-0.764911	y=0.663825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 719	1.34856	-1.02671	0
1: 720	1.46836	-1.18921	0
2: 721	1.58363	-0.328485	0
3: 722	1.59601	-0.219576	0
4: 723	1.34856	-1.02671	0
5: 724	1.02288	-0.964662	0
6: 725	1.5156	-1.10235	0
7: 726	1.39907	-1.0086	0
8: 727	1.59601	-0.219576	0
9: 728	1.05978	-0.950316	0
10: 729	1.14998	-0.983599	0
11: 730	1.54089	-1.05214	0
12: 731	1.34856	-1.02671	0
13: 732	1.34856	-1.02671	0
14: 733	1.41759	-1.06027	0
15: 734	1.54733	-0.346859	0
16: 735	1.6592	-0.233472	0
17: 736	1.72409	-1.16706	0
18: 737	1.05978	-0.950316	0
19: 738	1.78624	-1.20596	0
20: 739	1.51081	-1.1068	0
21: 740	1.46118	-1.04844	0
22: 741	1.4153	-0.377505	0
23: 742	1.59944	-1.04551	0
24: 743	1.04689	-0.955915	0
25: 744	1.45703	-0.353631	0
26: 745	1.34856	-1.02671	0
27: 746	1.34856	-1.02671	0
28: 747	1.6592	-0.233472	0
29: 748	1.62043	-1.11731	0
