total [map_out]: 32
trajectory_out: #16	x=-0.47164	y=0.456659	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 546	1.27779	-0.753172	0
1: 547	1.39969	-0.773329	0
2: 548	1.53967	0.114111	0
3: 549	1.35132	-0.78875	0
4: 550	1.44435	-0.831373	0
5: 551	1.42557	0.0809725	0
6: 552	1.42557	0.0809725	0
7: 553	1.53691	-0.762702	0
8: 554	1.27951	-0.0199074	0
9: 555	1.59814	0.0930298	0
10: 556	1.30736	0.036109	0
11: 557	1.53725	-0.767562	0
12: 558	1.39661	-0.0229528	0
13: 559	1.42557	0.0809725	0
14: 560	1.41855	0.0330142	0
15: 561	1.52569	-0.00208141	0
16: 562	1.12185	-0.0960018	0
17: 563	1.42763	-0.0361407	0
18: 564	1.07744	-0.716368	0
19: 565	1.27779	-0.753172	0
20: 566	1.27779	-0.753172	0
21: 567	1.48258	-0.775168	0
22: 568	1.48401	-0.0191295	0
23: 569	1.3289	-0.73	0
24: 570	1.05783	-0.732185	0
25: 571	1.42557	0.0809725	0
26: 572	0.9888	-0.6867	0
27: 573	1.42606	0.0894929	0
28: 574	0.915646	-0.686005	0
29: 575	0.95822	-0.713269	0
30: 576	0.998972	-0.726216	0
31: 577	1.32288	0.0167094	0
