total [map_out]: 24
trajectory_out: #117	x=-0.769911	y=0.936825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1453	1.41242	-0.90524	0
1: 1454	1.41242	-0.90524	0
2: 1455	1.41242	-0.90524	0
3: 1456	2.07004	-0.621986	0
4: 1457	1.41242	-0.90524	0
5: 1458	1.41242	-0.90524	0
6: 1459	1.41242	-0.90524	0
7: 1460	1.41242	-0.90524	0
8: 1461	1.37436	-0.888537	0
9: 1462	1.37385	-0.908802	0
10: 1463	1.31576	-0.892047	0
11: 1464	1.40031	-0.920223	0
12: 1465	1.58216	-0.492297	0
13: 1466	1.33904	-0.81684	0
14: 1467	1.55746	-0.519257	0
15: 1468	1.3355	-0.863634	0
16: 1469	1.31152	-0.815533	0
17: 1470	1.34639	-0.800917	0
18: 1471	1.3976	-0.829206	0
19: 1472	1.38928	-0.898096	0
20: 1473	1.5621	-0.443825	0
21: 1474	1.34207	-0.849526	0
22: 1475	1.61698	-0.490516	0
23: 1476	1.45374	-0.683341	0
