total [map_out]: 37
trajectory_out: #90	x=-0.764911	y=0.893825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1340	1.80668	-1.22778	0
1: 1341	1.28784	-0.979671	0
2: 1342	1.32115	-0.994897	0
3: 1343	1.31845	-0.961261	0
4: 1344	1.26815	-0.946099	0
5: 1345	1.31845	-0.961261	0
6: 1346	1.31845	-0.961261	0
7: 1347	1.32656	-0.969956	0
8: 1348	1.37565	-0.979307	0
9: 1349	1.31845	-0.961261	0
10: 1350	1.31845	-0.961261	0
11: 1351	1.78162	-0.587715	0
12: 1352	1.7171	-1.01897	0
13: 1353	1.78421	-0.762716	0
14: 1354	1.32656	-0.969956	0
15: 1355	1.89694	-1.191	0
16: 1356	1.88524	-0.846502	0
17: 1357	1.86477	-0.626356	0
18: 1358	1.89694	-1.191	0
19: 1359	1.84473	-0.566152	0
20: 1360	1.88524	-0.846502	0
21: 1361	1.80668	-1.22778	0
22: 1362	1.76202	-0.969749	0
23: 1363	1.18062	-0.933831	0
24: 1364	1.36376	-1.00094	0
25: 1365	1.32656	-0.969956	0
26: 1366	1.28784	-0.979671	0
27: 1367	1.84473	-0.566152	0
28: 1368	1.66635	-1.02163	0
29: 1369	1.80668	-1.22778	0
30: 1370	1.21394	-0.950884	0
31: 1371	1.32656	-0.969956	0
32: 1372	1.30167	-0.97079	0
33: 1373	1.48304	-1.00945	0
34: 1374	1.68573	-0.983148	0
35: 1375	1.7171	-1.01897	0
36: 1376	1.88003	-0.708381	0
