total [map_out]: 37
trajectory_out: #30	x=-0.764911	y=0.756825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 883	1.25381	-0.992916	0
1: 884	1.25381	-0.992916	0
2: 885	1.42196	-1.07363	0
3: 886	1.36541	-0.421401	0
4: 887	1.30672	-0.978277	0
5: 888	1.42266	-1.04082	0
6: 889	1.25381	-0.992916	0
7: 890	1.25381	-0.992916	0
8: 891	1.30672	-0.978277	0
9: 892	1.63325	-1.14282	0
10: 893	1.36541	-0.421401	0
11: 894	1.00264	-0.911104	0
12: 895	1.36696	-1.01824	0
13: 896	1.42266	-1.04082	0
14: 897	1.25381	-0.992916	0
15: 898	1.25381	-0.992916	0
16: 899	1.85717	-1.05493	0
17: 900	1.8949	-1.12727	0
18: 901	1.34451	-0.416991	0
19: 902	1.36696	-1.01824	0
20: 903	1.06156	-0.933417	0
21: 904	1.45005	-1.02645	0
22: 905	1.42196	-1.07363	0
23: 906	0.981205	-0.895043	0
24: 907	1.63325	-1.14282	0
25: 908	1.8949	-1.12727	0
26: 909	1.06156	-0.933417	0
27: 910	1.06156	-0.933417	0
28: 911	1.9576	-1.08943	0
29: 912	1.68211	-1.16534	0
30: 913	2.02124	-1.31281	0
31: 914	1.35122	-1.05821	0
32: 915	1.28648	-0.990412	0
33: 916	1.41805	-1.02332	0
34: 917	1.54517	-1.0544	0
35: 918	1.71424	-1.07162	0
36: 919	0.959321	-0.883679	0
