total [map_out]: 31
trajectory_out: #6	x=-0.0446113	y=0.0874895	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 103	1.13761	-0.35532	0
1: 104	0.77157	-0.305178	0
2: 105	1.27066	-0.368563	0
3: 106	1.24826	-0.53581	0
4: 107	0.872731	-0.319313	0
5: 108	1.42135	0.58961	0
6: 109	0.930786	-0.323485	0
7: 110	0.393105	-0.217602	0
8: 111	0.455675	-0.219473	0
9: 112	1.10274	0.518983	0
10: 113	0.437546	-0.239975	0
11: 114	1.33565	-0.372194	0
12: 115	1.3029	-0.430234	0
13: 116	1.29132	0.559759	0
14: 117	0.414227	-0.205147	0
15: 118	1.37516	0.684034	0
16: 119	1.14678	0.527597	0
17: 120	0.996409	0.396464	0
18: 121	0.993291	0.394802	0
19: 122	0.862582	-0.34442	0
20: 123	1.2586	0.643936	0
21: 124	0.924638	0.442648	0
22: 125	1.18333	-0.327496	0
23: 126	0.924638	0.442648	0
24: 127	0.839667	-0.289255	0
25: 128	1.19629	0.497757	0
26: 129	1.23205	0.578335	0
27: 130	0.425937	-0.201292	0
28: 131	1.18108	0.519142	0
29: 132	1.15103	0.464402	0
30: 133	1.02986	0.497839	0
