total [map_out]: 22
trajectory_out: #22	x=-0.764911	y=0.668825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 749	1.30391	-1.01936	0
1: 750	1.42379	-1.04209	0
2: 751	1.53235	-0.340873	0
3: 752	1.30391	-1.01936	0
4: 753	1.3673	-0.394077	0
5: 754	1.30391	-1.01936	0
6: 755	1.59986	-0.251522	0
7: 756	1.42984	-0.313335	0
8: 757	1.47172	-1.09675	0
9: 758	0.995144	-0.930455	0
10: 759	1.3673	-0.394077	0
11: 760	1.55049	-1.04474	0
12: 761	1.20224	-0.442935	0
13: 762	1.55049	-1.04474	0
14: 763	1.2202	-0.448571	0
15: 764	1.33135	-1.01623	0
16: 765	1.40557	-0.369869	0
17: 766	1.30391	-1.01936	0
18: 767	1.30391	-1.01936	0
19: 768	1.59986	-0.251522	0
20: 769	1.90148	-1.06306	0
21: 770	1.96384	-1.14735	0
