total [map_out]: 34
trajectory_out: #7	x=-0.0775059	y=0.0654143	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 148	1.09927	-0.384875	0
1: 149	1.27081	-0.411087	0
2: 150	0.734394	-0.334692	0
3: 151	0.682655	-0.440446	0
4: 152	1.23637	-0.401108	0
5: 153	0.359056	-0.246159	0
6: 154	1.36182	0.425375	0
7: 155	0.42152	-0.248763	0
8: 156	0.701657	-0.340185	0
9: 157	0.895639	-0.354035	0
10: 158	1.26649	-0.460107	0
11: 159	1.17029	-0.421626	0
12: 160	1.06393	0.480845	0
13: 161	1.30144	-0.403306	0
14: 162	1.33232	0.642226	0
15: 163	0.956289	0.359797	0
16: 164	1.30534	0.601518	0
17: 165	1.11413	0.426472	0
18: 166	1.25476	0.468789	0
19: 167	1.11413	0.426472	0
20: 168	0.996958	0.461086	0
21: 169	0.363883	-0.235036	0
22: 170	1.15784	0.459201	0
23: 171	1.42448	0.662347	0
24: 172	1.00262	0.457262	0
25: 173	0.39163	-0.230471	0
26: 174	0.728959	-0.467381	0
27: 175	1.14699	0.522294	0
28: 176	1.23637	-0.401108	0
29: 177	1.25461	0.525651	0
30: 178	0.877922	-0.375415	0
31: 179	1.25476	0.468789	0
32: 180	0.357682	-0.231072	0
33: 181	0.728959	-0.467381	0
