total [map_out]: 37
trajectory_out: #56	x=-0.764911	y=0.830825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1161	1.70059	-1.05336	0
1: 1162	1.30736	-0.994718	0
2: 1163	1.61099	-1.01967	0
3: 1164	1.64694	-1.0922	0
4: 1165	1.45556	-1.11634	0
5: 1166	1.22292	-0.962527	0
6: 1167	1.40125	-1.08085	0
7: 1168	1.64694	-1.0922	0
8: 1169	1.70059	-1.05336	0
9: 1170	1.18635	-0.952659	0
10: 1171	1.30736	-0.994718	0
11: 1172	1.66127	-1.06081	0
12: 1173	1.77539	-1.22449	0
13: 1174	1.45556	-1.11634	0
14: 1175	1.70059	-1.05336	0
15: 1176	1.45556	-1.11634	0
16: 1177	1.25548	-0.974937	0
17: 1178	1.25699	-1.01827	0
18: 1179	1.26392	-0.995477	0
19: 1180	1.22292	-0.962527	0
20: 1181	1.22292	-0.962527	0
21: 1182	1.85	-1.05485	0
22: 1183	1.57007	-1.04137	0
23: 1184	1.11516	-0.931194	0
24: 1185	1.25699	-1.01827	0
25: 1186	1.24872	-1.00013	0
26: 1187	1.43855	-1.07932	0
27: 1188	1.57007	-1.04137	0
28: 1189	1.78261	-1.04758	0
29: 1190	1.75612	-1.07078	0
30: 1191	1.40759	-1.08284	0
31: 1192	1.66127	-1.06081	0
32: 1193	1.75612	-1.07078	0
33: 1194	1.22537	-0.992949	0
34: 1195	1.26392	-0.995477	0
35: 1196	1.30736	-0.994718	0
36: 1197	1.61099	-1.01967	0
