total [map_out]: 41
trajectory_out: #46	x=-0.764911	y=0.812825	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1069	1.45185	-1.09592	0
1: 1070	1.45185	-1.09592	0
2: 1071	1.18346	-0.960732	0
3: 1072	1.45185	-1.09592	0
4: 1073	1.11505	-0.945973	0
5: 1074	1.66346	-1.02797	0
6: 1075	1.697	-1.10036	0
7: 1076	1.697	-1.10036	0
8: 1077	1.18346	-0.960732	0
9: 1078	1.5017	-1.12946	0
10: 1079	1.45185	-1.09592	0
11: 1080	1.74599	-1.0602	0
12: 1081	1.49142	-1.11635	0
13: 1082	1.10951	-0.928448	0
14: 1083	1.23338	-0.971551	0
15: 1084	1.48513	-1.09156	0
16: 1085	1.51908	-1.03771	0
17: 1086	1.24283	-1.00459	0
18: 1087	1.2603	-0.981483	0
19: 1088	1.5017	-1.12946	0
20: 1089	1.89338	-1.05562	0
21: 1090	1.10951	-0.928448	0
22: 1091	1.10951	-0.928448	0
23: 1092	1.74599	-1.0602	0
24: 1093	1.5017	-1.12946	0
25: 1094	1.30455	-1.0363	0
26: 1095	1.31086	-1.01142	0
27: 1096	1.26932	-0.978421	0
28: 1097	1.27178	-0.978117	0
29: 1098	1.95675	-1.10045	0
30: 1099	1.18346	-0.960732	0
31: 1100	1.70569	-1.0648	0
32: 1101	1.89338	-1.05562	0
33: 1102	1.09606	-0.937647	0
34: 1103	1.35443	-1.00809	0
35: 1104	1.24155	-0.996612	0
36: 1105	1.24098	-0.992046	0
37: 1106	1.29514	-1.01733	0
38: 1107	1.61374	-1.04476	0
39: 1108	1.82486	-1.04987	0
40: 1109	1.61896	-1.0687	0
