total [map_out]: 43
trajectory_out: #107	x=-0.00132546	y=0.615057	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 982	1.33213	-0.418631	0
1: 983	1.01073	-0.199348	0
2: 984	1.30482	-4.72067e-05	0
3: 985	1.26674	0.199341	0
4: 986	1.39957	-0.0775882	0
5: 987	1.41328	-0.389416	0
6: 988	1.39957	-0.0775882	0
7: 989	1.35254	0.174477	0
8: 990	1.20943	-0.191416	0
9: 991	1.30377	-0.252298	0
10: 992	1.39957	-0.0775882	0
11: 993	1.28446	-0.188426	0
12: 994	0.908415	-0.162022	0
13: 995	1.35254	0.174477	0
14: 996	1.2648	0.1737	0
15: 997	1.33213	-0.418631	0
16: 998	1.3198	0.226387	0
17: 999	1.0104	-0.199574	0
18: 1000	1.37414	0.0475671	0
19: 1001	1.27011	0.102574	0
20: 1002	1.01073	-0.199348	0
21: 1003	1.41328	-0.389416	0
22: 1004	1.41328	-0.389416	0
23: 1005	1.32532	0.112599	0
24: 1006	1.32514	0.354741	0
25: 1007	1.34011	0.201432	0
26: 1008	1.34011	0.201432	0
27: 1009	0.872882	-0.150205	0
28: 1010	1.30512	0.131177	0
29: 1011	1.28808	0.146164	0
30: 1012	1.25904	0.106757	0
31: 1013	1.21382	-0.196887	0
32: 1014	1.17987	-0.225214	0
33: 1015	1.37974	0.120513	0
34: 1016	1.2562	0.0770679	0
35: 1017	1.38137	0.118772	0
36: 1018	1.22481	0.108786	0
37: 1019	1.30482	-4.72067e-05	0
38: 1020	1.0104	-0.199574	0
39: 1021	1.0104	-0.199574	0
40: 1022	1.28446	-0.188426	0
41: 1023	1.20943	-0.191416	0
42: 1024	1.23139	-0.222658	0
