total [map_out]: 41
trajectory_out: #20	x=-0.00132545	y=0.435057	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 529	0.891657	-0.214073	0
1: 530	1.37214	-0.298327	0
2: 531	0.996707	-0.235287	0
3: 532	1.5122	0.579495	0
4: 533	0.935588	-0.240978	0
5: 534	1.10049	0.374361	0
6: 535	1.39867	0.546546	0
7: 536	1.10049	0.374361	0
8: 537	1.25447	0.447155	0
9: 538	1.2987	0.483489	0
10: 539	1.3025	-0.257372	0
11: 540	1.5122	0.579495	0
12: 541	1.45942	0.618453	0
13: 542	1.03758	-0.261318	0
14: 543	1.28215	0.502228	0
15: 544	1.01234	-0.219547	0
16: 545	1.39867	0.546546	0
17: 546	0.977276	-0.254832	0
18: 547	0.996707	-0.235287	0
19: 548	1.10049	0.374361	0
20: 549	1.3025	-0.257372	0
21: 550	1.05568	-0.244661	0
22: 551	0.862218	-0.213331	0
23: 552	1.45522	-0.300734	0
24: 553	1.10049	0.374361	0
25: 554	1.32485	-0.315436	0
26: 555	1.45456	0.446093	0
27: 556	1.5681	0.558169	0
28: 557	1.01234	-0.219547	0
29: 558	0.890478	-0.24136	0
30: 559	1.39867	0.546546	0
31: 560	1.62393	-0.415879	0
32: 561	1.10049	0.374361	0
33: 562	1.69463	-0.456435	0
34: 563	1.3937	0.498797	0
35: 564	1.42165	-0.350745	0
36: 565	1.5093	-0.289231	0
37: 566	1.28215	0.502228	0
38: 567	1.17137	0.362644	0
39: 568	1.39867	0.546546	0
40: 569	1.37028	0.443811	0
