total [map_out]: 29
trajectory_out: #12	x=-0.00132546	y=0.262057	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 332	1.21739	-0.298023	0
1: 333	0.8537	-0.242816	0
2: 334	0.957721	-0.260806	0
3: 335	1.48792	0.606357	0
4: 336	0.896104	-0.272066	0
5: 337	1.38476	-0.3703	0
6: 338	1.17617	0.533228	0
7: 339	1.22754	0.48276	0
8: 340	1.36274	0.527032	0
9: 341	1.26886	0.514865	0
10: 342	1.26764	-0.27361	0
11: 343	1.30592	0.596298	0
12: 344	1.43716	0.650131	0
13: 345	1.17617	0.533228	0
14: 346	0.942664	-0.283989	0
15: 347	1.36655	0.51861	0
16: 348	0.957721	-0.260806	0
17: 349	1.50414	-0.381484	0
18: 350	1.01416	-0.264625	0
19: 351	1.47323	0.486427	0
20: 352	1.07717	0.467604	0
21: 353	1.07442	0.416877	0
22: 354	1.30592	0.596298	0
23: 355	1.38225	-0.321762	0
24: 356	1.21739	-0.298023	0
25: 357	1.28601	-0.332654	0
26: 358	1.42683	0.471092	0
27: 359	1.36885	0.454009	0
28: 360	1.54771	0.58218	0
