total [map_out]: 50
trajectory_out: #10	x=-0.00132546	y=0.207673	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 283	1.20086	-0.303328	0
1: 243	0.835981	-0.257055	0
2: 244	1.32941	-0.321003	0
3: 245	1.30937	-0.486587	0
4: 246	0.936219	-0.27108	0
5: 247	1.46516	0.503462	0
6: 248	1.47869	0.626806	0
7: 284	0.46053	-0.153221	0
8: 249	0.522026	-0.170063	0
9: 250	0.522026	-0.170063	0
10: 251	0.503454	-0.18946	0
11: 252	0.875596	-0.28466	0
12: 253	1.36746	-0.381473	0
13: 254	1.17368	0.560752	0
14: 255	0.483676	-0.157913	0
15: 256	1.43226	0.718037	0
16: 257	1.24371	0.599064	0
17: 258	1.05911	0.436413	0
18: 285	1.35257	0.589106	0
19: 259	1.05911	0.436413	0
20: 260	1.21242	0.501196	0
21: 286	1.35094	0.533988	0
22: 261	1.25482	0.5349	0
23: 262	1.0973	0.540398	0
24: 263	1.25026	-0.280287	0
25: 264	1.08273	0.532802	0
26: 265	1.4302	0.673128	0
27: 266	0.976739	-0.29618	0
28: 267	0.986947	0.481337	0
29: 287	0.905907	-0.238123	0
30: 268	0.492294	-0.151892	0
31: 269	1.24231	0.557372	0
32: 270	0.950037	-0.251603	0
33: 271	1.17368	0.560752	0
34: 272	0.926355	-0.298178	0
35: 288	0.939587	-0.266478	0
36: 273	1.05911	0.436413	0
37: 274	1.25026	-0.280284	0
38: 275	1.49353	-0.394743	0
39: 276	0.45847	-0.152301	0
40: 277	0.994536	-0.275831	0
41: 278	1.39623	-0.32462	0
42: 279	1.05911	0.436413	0
43: 280	1.37117	-0.33289	0
44: 281	0.459426	-0.166957	0
45: 282	0.464058	-0.155971	0
46: 289	1.10113	0.527355	0
47: 290	1.20086	-0.303328	0
48: 291	1.26976	-0.338072	0
49: 292	0.520606	-0.184879	0
