total [map_out]: 38
trajectory_out: #35	x=-0.00132545	y=0.493057	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 673	1.14496	0.36475	0
1: 674	1.10908	-0.298037	0
2: 675	1.04549	0.324176	0
3: 676	0.993042	-0.206214	0
4: 677	1.04549	0.324176	0
5: 678	0.993042	-0.206214	0
6: 679	1.10318	-0.265148	0
7: 680	1.00711	-0.251396	0
8: 681	1.3152	-0.370548	0
9: 682	1.04549	0.324176	0
10: 683	1.37315	-0.408414	0
11: 684	1.10908	-0.298037	0
12: 685	1.04872	-0.245254	0
13: 686	1.17052	-0.317585	0
14: 687	1.15574	0.399412	0
15: 688	1.04549	0.324176	0
16: 689	0.970477	-0.218154	0
17: 690	1.53301	-0.285541	0
18: 691	1.56854	-0.356238	0
19: 692	1.56854	-0.356238	0
20: 693	1.04872	-0.245254	0
21: 694	1.13541	-0.254098	0
22: 695	1.10908	-0.298037	0
23: 696	1.3152	-0.370548	0
24: 697	0.784322	-0.15767	0
25: 698	1.56854	-0.356238	0
26: 699	1.62786	-0.317829	0
27: 700	1.35997	-0.391378	0
28: 701	0.97121	-0.216357	0
29: 702	1.09572	-0.248514	0
30: 703	1.04549	0.324176	0
31: 704	1.14496	0.36475	0
32: 705	1.14496	0.36475	0
33: 706	1.59225	-0.323893	0
34: 707	1.00711	-0.251396	0
35: 708	1.10318	-0.265148	0
36: 709	1.12615	-0.254432	0
37: 710	1.00711	-0.251396	0
