total [map_out]: 33
trajectory_out: #30	x=-0.00132545	y=0.489057	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 640	1.023	-0.237057	0
1: 641	1.023	-0.237057	0
2: 642	1.18818	-0.317903	0
3: 643	1.62295	-0.292018	0
4: 644	1.07445	-0.220705	0
5: 645	0.74733	-0.14522	0
6: 646	1.07445	-0.220705	0
7: 647	1.62295	-0.292018	0
8: 648	1.19221	-0.28238	0
9: 649	1.023	-0.237057	0
10: 650	1.40096	-0.385191	0
11: 651	1.13773	-0.262207	0
12: 652	1.19437	-0.30968	0
13: 653	1.19221	-0.28238	0
14: 654	1.023	-0.237057	0
15: 655	1.023	-0.237057	0
16: 656	1.68325	-0.332403	0
17: 657	1.62295	-0.292018	0
18: 658	1.13773	-0.262207	0
19: 659	0.828036	-0.181309	0
20: 660	1.21842	-0.268391	0
21: 661	1.18818	-0.317903	0
22: 662	0.74733	-0.14522	0
23: 663	1.40096	-0.385191	0
24: 664	0.863625	-0.182452	0
25: 665	0.828036	-0.181309	0
26: 666	0.828036	-0.181309	0
27: 667	1.45083	-0.408107	0
28: 668	1.12047	-0.304444	0
29: 669	1.05405	-0.234367	0
30: 670	1.11644	0.359372	0
31: 671	1.18402	-0.264286	0
32: 672	1.08118	0.336938	0
