total [map_out]: 16
trajectory_out: #170	x=-0.0361442	y=0.565845	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1074	1.09832	-0.0986682	0
1: 1075	1.09832	-0.0986682	0
2: 1076	1.09832	-0.0986682	0
3: 1077	1.01398	-0.17868	0
4: 1078	1.68058	0.540513	0
5: 1079	1.68058	0.540513	0
6: 1080	1.07926	-0.310586	0
7: 1081	1.68058	0.540513	0
8: 1082	1.68058	0.540513	0
9: 1083	1.45182	-0.254192	0
10: 1084	1.30293	-0.0130574	0
11: 1085	1.1321	-0.133505	0
12: 1086	1.68058	0.540513	0
13: 1087	1.01398	-0.17868	0
14: 1088	1.01398	-0.17868	0
15: 1089	1.0603	-0.129799	0
