total [map_out]: 38
trajectory_out: #89	x=-0.000144226	y=0.542845	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 936	1.01383	-0.2354	0
1: 937	1.04001	-0.210182	0
2: 938	1.04001	-0.210182	0
3: 939	1.04001	-0.210182	0
4: 940	1.04001	-0.210182	0
5: 941	1.10124	-0.228639	0
6: 942	1.10124	-0.228639	0
7: 943	1.04001	-0.210182	0
8: 944	1.00954	-0.226827	0
9: 945	1.00954	-0.226827	0
10: 946	1.41061	-0.22299	0
11: 947	1.41061	-0.22299	0
12: 948	1.51186	0.00508583	0
13: 949	1.48154	0.195161	0
14: 950	1.47316	0.237054	0
15: 951	1.62317	-0.432793	0
16: 952	1.49296	0.0962771	0
17: 953	1.57667	0.206321	0
18: 954	1.61337	-0.080259	0
19: 955	1.53665	0.249147	0
20: 956	1.59301	0.145362	0
21: 957	0.958788	-0.19135	0
22: 958	1.62317	-0.432793	0
23: 959	1.61337	-0.080259	0
24: 960	1.57667	0.206321	0
25: 961	1.41061	-0.22299	0
26: 962	1.44731	-0.259982	0
27: 963	1.48285	-0.207525	0
28: 964	1.00954	-0.226827	0
29: 965	0.906465	-0.196078	0
30: 966	1.04982	-0.219776	0
31: 967	1.10511	-0.229418	0
32: 968	1.01383	-0.2354	0
33: 969	1.00954	-0.226827	0
34: 970	1.57667	0.206321	0
35: 971	1.40522	-0.265932	0
36: 972	1.66716	0.216848	0
37: 973	1.04906	-0.224305	0
