total [map_out]: 40
trajectory_out: #26	x=-0.000144226	y=0.433845	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 592	1.05691	-0.252775	0
1: 593	1.17558	-0.275075	0
2: 594	1.28631	0.421295	0
3: 595	1.05691	-0.252775	0
4: 596	1.24838	-0.279411	0
5: 597	1.05691	-0.252775	0
6: 598	1.12651	-0.286541	0
7: 599	1.3574	0.511979	0
8: 600	1.21839	-0.333652	0
9: 601	1.18444	0.447808	0
10: 602	0.743926	-0.16079	0
11: 603	1.30594	-0.280382	0
12: 604	0.95342	0.316563	0
13: 605	1.30594	-0.280382	0
14: 606	0.971706	0.311978	0
15: 607	1.08639	-0.251281	0
16: 608	1.15831	0.3909	0
17: 609	1.05691	-0.252775	0
18: 610	1.05691	-0.252775	0
19: 611	1.3574	0.511979	0
20: 612	1.72213	-0.338005	0
21: 613	1.65807	-0.297308	0
22: 614	1.51399	-0.318978	0
23: 615	1.71725	-0.379096	0
24: 616	1.16691	-0.27584	0
25: 617	0.800052	-0.189515	0
26: 618	1.25152	0.401115	0
27: 619	1.48992	-0.432437	0
28: 620	1.24838	-0.279411	0
29: 621	1.21839	-0.333652	0
30: 622	0.891722	-0.200158	0
31: 623	0.768299	-0.195565	0
32: 624	0.770235	-0.169149	0
33: 625	1.10947	-0.236893	0
34: 626	0.76726	-0.181233	0
35: 627	1.4318	-0.39489	0
36: 628	0.738983	-0.153649	0
37: 629	1.129	0.389591	0
38: 630	1.18918	-0.323578	0
39: 631	1.71725	-0.379096	0
