total [map_out]: 17
trajectory_out: #134	x=-0.0121442	y=0.573845	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 1042	1.18043	-0.00404301	0
1: 1043	1.18043	-0.00404301	0
2: 1044	1.18043	-0.00404301	0
3: 1045	1.18043	-0.00404301	0
4: 1046	1.04551	-0.0248254	0
5: 1047	1.04551	-0.0248254	0
6: 1048	1.10687	-0.00909845	0
7: 1049	1.47116	0.299636	0
8: 1050	1.10687	-0.00909845	0
9: 1051	1.04859	-0.00752514	0
10: 1052	0.910721	-0.0929907	0
11: 1053	1.07935	0.00663401	0
12: 1054	1.1031	0.0208388	0
13: 1055	1.05487	-0.0523267	0
14: 1056	1.05487	-0.0523267	0
15: 1057	1.06426	-0.0422318	0
16: 1058	1.07475	-0.0204043	0
