total [map_out]: 37
trajectory_out: #58	x=-0.000144224	y=0.510845	z=0	r=-nan	p=nan	y=-nan

#	id	x	y	z
0: 833	1.38061	-0.28859	0
1: 834	0.987383	-0.229952	0
2: 835	1.29101	-0.254905	0
3: 836	1.32696	-0.327438	0
4: 837	1.13558	-0.351576	0
5: 838	0.902935	-0.197761	0
6: 839	1.08127	-0.31608	0
7: 840	1.32696	-0.327438	0
8: 841	1.38061	-0.28859	0
9: 842	0.86637	-0.187892	0
10: 843	0.987383	-0.229952	0
11: 844	1.34129	-0.29604	0
12: 845	1.45541	-0.459722	0
13: 846	1.13558	-0.351576	0
14: 847	1.38061	-0.28859	0
15: 848	1.13558	-0.351576	0
16: 849	0.935502	-0.210171	0
17: 850	0.937012	-0.253507	0
18: 851	0.94394	-0.23071	0
19: 852	0.902935	-0.197761	0
20: 853	0.902935	-0.197761	0
21: 854	1.53002	-0.290085	0
22: 855	1.25009	-0.276601	0
23: 856	0.795181	-0.166428	0
24: 857	0.937012	-0.253507	0
25: 858	0.928744	-0.235365	0
26: 859	1.11857	-0.314555	0
27: 860	1.25009	-0.276601	0
28: 861	1.46263	-0.282817	0
29: 862	1.43614	-0.306014	0
30: 863	1.08761	-0.318075	0
31: 864	1.34129	-0.29604	0
32: 865	1.43614	-0.306014	0
33: 866	0.905393	-0.228183	0
34: 867	0.94394	-0.23071	0
35: 868	0.987383	-0.229952	0
36: 869	1.29101	-0.254905	0
